date,sno,symbol,conf,open,high,low,close,ltp,close_ltp_diff,close_ltp_pct,vwap,volume,prev_close,turnover,transactions,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
2025-06-11,1,ACLBSL,25.85,1073.0,1073.0,1035.0,1036.0,1036.0,0.0,0.0,1038.7,2326.0,1053.74,2416017.3,43,-17.74,38.00,-1.68,3.67,-0.26,"1,491.00",951.00
2025-06-11,2,ADBL,21.08,284.5,291.0,284.2,288.09,289.0,0.91,0.0,288.16,13387.0,288.33,3857620.9,133,-0.24,6.80,-0.08,2.39,-0.02,428.40,254.00
2025-06-11,3,ADBLD83,23.59,1071.8,1071.8,1071.8,1072.4,1071.8,0.6,0.0,1071.89,60.0,1090.82,64313.4,2,-18.42,0.00,-1.69,0.00,0.05,"1,160.00","1,046.00"
2025-06-11,4,AHL,37.98,648.9,648.9,632.0,641.94,635.3,6.64,0.01,639.58,1311.0,636.25,838493.9,35,5.69,16.90,0.89,2.67,0.37,904.00,482.60
2025-06-11,5,AHPC,45.81,300.0,311.0,300.0,310.18,310.0,0.18,0.0,306.81,893041.0,305.66,273994234.9,2016,4.52,11.00,1.48,3.67,1.09,349.00,149.00
2025-06-11,6,AKJCL,41.91,210.0,211.0,206.0,209.7,209.1,0.6,0.0,208.54,147936.0,209.24,30850932.1,407,0.46,5.00,0.22,2.43,0.55,274.90,150.90
2025-06-11,7,AKPL,40.0,285.0,298.0,280.1,293.29,292.6,0.69,0.0,287.87,1080260.0,285.75,310974188.0,2833,7.54,17.90,2.64,6.39,1.85,326.00,157.20
2025-06-11,8,ALBSL,37.85,802.0,817.0,802.0,808.18,817.0,8.82,0.01,809.77,1922.0,813.44,1556382.5,37,-5.26,15.00,-0.65,1.87,-0.20,"1,177.00",771.00
2025-06-11,9,ALICL,37.48,500.2,507.8,499.0,499.21,500.0,0.79,0.0,501.37,56632.0,501.75,28393774.3,179,-2.54,8.80,-0.51,1.76,-0.43,831.00,493.00
2025-06-11,10,ANLB,22.27,5575.17,5580.0,5474.1,5573.11,5580.0,6.89,0.0,5520.17,156.0,5575.17,861146.7,18,-2.06,105.90,-0.04,1.93,0.95,"6,735.00","2,290.10"
2025-06-11,11,API,45.93,308.0,315.0,294.0,312.35,312.0,0.35,0.0,308.99,745220.0,302.0,230262860.5,1882,10.35,21.00,3.43,7.14,1.08,390.00,164.00
2025-06-11,12,AVYAN,24.93,1010.0,1017.0,1003.4,1008.39,1015.0,6.61,0.01,1009.24,4474.0,1019.95,4515337.6,77,-11.56,13.60,-1.13,1.36,-0.08,"1,306.80",832.00
2025-06-11,13,BARUN,28.46,316.1,339.0,308.0,323.79,319.9,3.89,0.01,322.33,266879.0,309.94,86023141.1,782,13.85,31.00,4.47,10.06,0.45,589.00,251.00
2025-06-11,14,BBC,33.68,5482.0,5590.9,5474.4,5524.43,5474.4,50.03,0.01,5510.6,635.0,5579.8,3499233.9,38,-55.37,116.50,-0.99,2.13,0.25,"7,247.00","3,839.00"
2025-06-11,15,BEDC,22.7,721.9,721.9,690.0,692.52,691.5,1.02,0.0,696.74,11211.0,709.84,7811146.8,148,-17.32,31.90,-2.44,4.62,-0.61,"1,080.00",395.00
2025-06-11,16,BFC,44.3,502.5,510.0,491.1,493.32,494.0,0.68,0.0,498.33,27846.0,500.44,13876527.8,206,-7.12,18.90,-1.42,3.85,-1.02,951.60,418.50
2025-06-11,17,BGWT,39.55,910.1,927.0,909.0,924.28,917.2,7.08,0.01,921.97,2285.0,928.64,2106706.7,39,-4.36,18.00,-0.47,1.98,0.25,"1,361.70",857.60
2025-06-11,18,BHDC,38.13,485.8,488.0,467.0,477.62,476.5,1.12,0.0,481.38,15289.0,495.67,7359822.8,204,-18.05,21.00,-3.64,4.50,-0.79,829.70,426.00
2025-06-11,19,BHL,38.76,214.0,215.0,211.2,212.7,213.9,1.2,0.01,212.56,181039.0,213.34,38481780.6,700,-0.64,3.80,-0.30,1.80,0.07,520.00,209.00
2025-06-11,20,BHPL,33.9,782.0,798.0,770.2,774.8,774.0,0.8,0.0,780.91,8894.0,785.49,6945419.4,114,-10.69,27.80,-1.36,3.61,-0.79,"1,308.40",615.00
2025-06-11,21,BNHC,23.01,525.0,538.0,512.5,514.01,517.0,2.99,0.01,515.29,4745.0,517.8,2445073.1,58,-3.79,25.50,-0.73,4.98,-0.25,742.00,440.00
2025-06-11,22,BNL,35.86,16550.0,16550.0,15896.0,15898.1,15896.2,1.9,0.0,16128.93,70.0,16542.3,1129025.0,7,-644.20,654.00,-3.89,4.11,-1.45,"22,500.00","14,900.00"
2025-06-11,23,BNT,29.12,12458.9,12458.9,12450.0,12450.0,12450.0,0.0,0.0,12418.81,26.0,12458.9,322889.0,3,-8.90,8.90,-0.07,0.07,0.25,"18,100.00","12,300.00"
2025-06-11,24,BOKD86,38.37,1055.0,1076.0,1055.0,1076.0,1076.0,0.0,0.0,1076.0,34.0,1055.0,36584.0,2,21.00,21.00,1.99,1.99,0.00,"1,095.00",950.00
2025-06-11,25,BPCL,45.07,679.0,762.1,679.0,761.62,762.1,0.48,0.0,742.21,787977.0,692.85,584841785.8,3208,68.77,83.10,9.93,12.24,2.55,762.10,286.00
2025-06-11,26,C30MF,18.61,9.5,9.5,9.5,9.5,9.5,0.0,0.0,9.5,500.0,9.5,4750.0,4,0.00,0.00,0.00,0.00,0.00,10.92,8.29
2025-06-11,27,CBBL,28.66,874.0,890.0,874.0,882.58,886.0,3.42,0.0,880.74,10355.0,874.15,9120093.8,108,8.43,16.00,0.96,1.83,0.21,"1,155.00",815.00
2025-06-11,28,CCBD88,24.42,1162.0,1162.0,1162.0,1162.0,1162.0,0.0,0.0,1162.0,25.0,1185.0,29050.0,1,-23.00,0.00,-1.94,0.00,0.00,"1,250.00","1,055.00"
2025-06-11,29,CFCL,40.84,539.0,543.6,514.5,529.21,527.0,2.21,0.0,531.65,14517.0,532.98,7718023.1,144,-3.77,29.10,-0.71,5.66,-0.46,820.00,415.00
2025-06-11,30,CGH,44.24,890.0,930.0,890.0,919.43,920.0,0.57,0.0,916.78,112564.0,890.1,103196550.1,769,29.33,40.00,3.30,4.49,0.29,"1,360.00",833.00
2025-06-11,31,CHCL,47.28,566.0,585.9,545.2,581.12,581.0,0.12,0.0,566.09,839501.0,555.85,475234308.7,2708,25.27,40.70,4.55,7.47,2.59,697.00,427.00
2025-06-11,32,CHDC,44.06,2730.0,2730.0,2645.0,2653.09,2645.0,8.09,0.0,2668.76,87188.0,2717.92,232683847.3,895,-64.83,85.00,-2.39,3.21,-0.59,"2,829.00",976.10
2025-06-11,33,CHL,39.08,299.0,310.0,292.0,301.64,301.0,0.64,0.0,300.5,43543.0,298.3,13084571.6,222,3.34,18.00,1.12,6.16,0.38,599.70,276.00
2025-06-11,34,CIT,37.49,1928.0,1945.0,1902.2,1903.92,1902.2,1.72,0.0,1909.34,10807.0,1907.22,20634212.8,238,-3.30,42.80,-0.17,2.25,-0.28,"2,700.00","1,887.00"
2025-06-11,35,CITY,31.16,829.0,844.9,820.9,824.83,824.0,0.83,0.0,828.57,8483.0,837.63,7028774.7,124,-12.80,24.00,-1.53,2.92,-0.45,"1,168.50",673.10
2025-06-11,36,CKHL,41.42,640.0,664.0,640.0,655.09,653.0,2.09,0.0,653.15,2968.0,651.44,1938550.0,52,3.65,24.00,0.56,3.75,0.30,910.00,551.00
2025-06-11,37,CLI,41.51,477.0,479.0,469.0,473.08,476.0,2.92,0.01,472.46,21321.0,476.54,10073316.7,358,-3.46,10.00,-0.73,2.13,0.13,774.90,461.00
2025-06-11,38,CMF2,40.19,9.45,9.47,9.45,9.47,9.47,0.0,0.0,9.46,2300.0,9.6,21765.0,7,-0.13,0.02,-1.35,0.21,0.07,10.68,8.09
2025-06-11,39,CORBL,26.74,2353.0,2540.0,2350.0,2448.93,2459.9,10.97,0.0,2408.31,4143.0,2399.45,9977622.0,86,49.48,190.00,2.06,8.09,1.66,"2,842.30",476.00
2025-06-11,40,CREST,25.58,1657.0,1657.0,1585.1,1587.7,1585.2,2.5,0.0,1603.93,16983.0,1625.46,27239600.9,700,-37.76,71.90,-2.32,4.54,-1.02,"2,458.20",302.50
2025-06-11,41,CYCL,37.85,1645.1,1700.0,1630.0,1660.86,1660.0,0.86,0.0,1658.69,1872.0,1678.63,3105067.8,82,-17.77,70.00,-1.06,4.29,0.13,"1,958.00","1,445.10"
2025-06-11,42,CZBIL,24.07,208.7,211.5,206.5,207.32,209.7,2.38,0.01,208.49,72766.0,210.31,15170737.9,187,-2.99,5.00,-1.42,2.42,-0.56,296.00,160.10
2025-06-11,43,DDBL,37.13,813.0,813.0,796.1,800.48,802.5,2.02,0.0,800.86,8878.0,802.6,7110017.3,67,-2.12,16.90,-0.26,2.12,-0.05,"1,099.00",759.00
2025-06-11,44,DHPL,34.87,328.0,331.0,318.5,320.1,320.2,0.1,0.0,323.48,29157.0,325.54,9431692.0,142,-5.44,12.50,-1.67,3.92,-1.06,427.20,194.00
2025-06-11,45,DLBS,25.36,1468.0,1468.0,1400.2,1404.17,1400.2,3.97,0.0,1422.2,464.0,1444.76,659900.0,20,-40.59,67.80,-2.81,4.84,-1.28,"2,250.00","1,200.10"
2025-06-11,46,DOLTI,47.12,610.0,625.0,600.1,604.38,605.0,0.62,0.0,607.07,12347.0,619.63,7495475.4,158,-15.25,24.90,-2.46,4.15,-0.44,"1,017.00",406.70
