date,sno,symbol,conf,open,high,low,close,ltp,close_ltp_diff,close_ltp_pct,vwap,volume,prev_close,turnover,transactions,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
2025-07-07,1,ACLBSL,45.11,1040.0,1050.0,1040.0,1043.96,1043.1,0.86,0.0,1047.72,2618.0,1048.12,2742932.8,49,-4.16,10.00,-0.40,0.96,-0.36,"1,491.00",965.00
2025-07-07,2,ADBL,44.25,297.0,303.5,296.0,296.51,296.3,0.21,0.0,299.65,58749.0,299.94,17604399.3,247,-3.43,7.50,-1.14,2.53,-1.06,428.40,271.00
2025-07-07,3,AHL,35.96,607.0,621.0,601.0,604.66,601.0,3.66,0.01,612.21,3954.0,618.44,2420661.6,57,-13.78,20.00,-2.23,3.33,-1.25,904.00,515.00
2025-07-07,4,AHPC,34.91,286.5,286.5,278.1,283.33,283.1,0.23,0.0,282.29,199205.0,283.74,56233216.41,568,-0.41,8.40,-0.14,3.02,0.37,349.00,153.10
2025-07-07,5,AKJCL,23.73,204.1,212.0,204.1,205.99,206.1,0.11,0.0,206.81,122098.0,208.24,25251040.4,471,-2.25,7.90,-1.08,3.87,-0.40,274.90,150.90
2025-07-07,6,AKPL,27.39,260.6,260.6,252.1,253.72,252.1,1.62,0.01,255.07,166173.0,255.52,42385714.0,623,-1.80,8.50,-0.70,3.37,-0.53,326.00,159.80
2025-07-07,7,ALBSL,34.96,825.0,833.0,815.1,817.19,817.0,0.19,0.0,817.77,4919.0,833.67,4022593.5,80,-16.48,17.90,-1.98,2.20,-0.07,"1,177.00",771.00
2025-07-07,8,ALICL,43.53,510.1,510.1,495.0,499.75,500.0,0.25,0.0,498.53,39615.0,500.12,19749083.7,179,-0.37,15.10,-0.07,3.05,0.25,831.00,484.80
2025-07-07,9,ANLB,30.91,5635.0,5635.0,5485.3,5559.46,5584.0,24.54,0.0,5516.4,612.0,5596.95,3376039.3,24,-37.49,149.70,-0.67,2.73,0.77,"6,735.00","2,345.00"
2025-07-07,10,API,39.49,291.0,296.0,291.0,291.76,291.4,0.36,0.0,292.53,105322.0,293.98,30810358.8,451,-2.22,5.00,-0.76,1.72,-0.27,390.00,169.00
2025-07-07,11,AVYAN,42.98,1024.1,1030.0,1007.6,1018.69,1027.0,8.31,0.01,1020.17,2661.0,1044.35,2714662.4,65,-25.66,22.40,-2.46,2.22,-0.14,"1,306.80",832.00
2025-07-07,12,BARUN,34.28,426.1,448.0,421.5,425.87,430.0,4.13,0.01,433.85,411469.0,434.75,178514607.1,1313,-8.88,26.50,-2.04,6.29,-1.87,589.00,290.00
2025-07-07,13,BBC,36.53,5581.0,5581.0,5328.2,5400.0,5400.0,0.0,0.0,5401.58,762.0,5472.5,4116004.0,51,-72.50,252.80,-1.32,4.74,-0.03,"7,247.00","3,950.00"
2025-07-07,14,BEDC,48.91,696.3,739.5,683.0,714.12,714.2,0.08,0.0,714.61,134452.0,710.42,96080834.9,651,3.70,56.50,0.52,8.27,-0.07,"1,080.00",417.10
2025-07-07,15,BFC,44.49,512.0,512.0,487.0,490.43,487.0,3.43,0.01,497.5,36056.0,511.09,17938010.6,320,-20.66,25.00,-4.04,5.13,-1.44,951.60,456.00
2025-07-07,16,BGWT,48.91,924.7,1004.0,924.7,981.61,977.0,4.61,0.0,978.18,19467.0,943.31,19042289.9,284,38.30,79.30,4.06,8.58,0.35,"1,241.00",857.60
2025-07-07,17,BHDC,36.99,500.0,504.0,486.0,490.79,491.0,0.21,0.0,493.43,70768.0,504.96,34919049.2,401,-14.17,18.00,-2.81,3.70,-0.54,829.70,426.00
2025-07-07,18,BHL,23.86,209.0,216.0,209.0,210.89,210.9,0.01,0.0,211.88,103100.0,212.75,21844633.2,550,-1.86,7.00,-0.87,3.35,-0.47,520.00,202.20
2025-07-07,19,BHPL,42.77,745.0,754.8,736.0,740.31,736.0,4.31,0.01,743.57,5421.0,744.75,4030902.1,55,-4.44,18.80,-0.60,2.55,-0.44,"1,308.40",615.00
2025-07-07,20,BNHC,35.68,500.0,514.9,498.1,500.07,499.0,1.07,0.0,501.79,6787.0,508.14,3405646.0,88,-8.07,16.80,-1.59,3.37,-0.34,742.00,440.00
2025-07-07,21,BNL,38.05,16000.4,16000.4,15800.0,15800.05,15800.0,0.05,0.0,15920.16,50.0,16320.0,796008.0,5,-519.95,200.40,-3.19,1.27,-0.76,"22,500.00","14,900.00"
2025-07-07,22,BNT,45.13,12600.0,12630.0,12400.0,12401.0,12400.0,1.0,0.0,12505.15,292.0,12582.5,3651504.0,21,-181.50,230.00,-1.44,1.85,-0.84,"18,100.00","12,050.00"
2025-07-07,23,BPCL,22.86,771.0,794.0,771.0,772.52,775.0,2.48,0.0,779.87,232078.0,786.17,180990207.9,817,-13.65,23.00,-1.74,2.98,-0.95,895.00,289.50
2025-07-07,24,C30MF,32.25,9.95,10.24,9.5,9.63,9.63,0.0,0.0,9.76,127900.0,10.05,1248486.0,23,-0.42,0.74,-4.18,7.79,-1.36,10.92,8.65
2025-07-07,25,CBBL,43.56,975.0,982.0,951.6,952.29,952.0,0.29,0.0,961.32,74350.0,970.15,71474389.1,494,-17.86,30.40,-1.84,3.19,-0.95,"1,155.00",821.50
2025-07-07,26,CFCL,46.55,544.0,545.0,518.1,519.22,524.9,5.68,0.01,531.93,38004.0,543.3,20215547.7,232,-24.08,26.90,-4.43,5.19,-2.45,820.00,457.70
2025-07-07,27,CGH,30.03,935.9,973.0,935.9,949.72,950.0,0.28,0.0,953.89,122356.0,940.76,116714033.9,483,8.96,37.10,0.95,3.96,-0.44,"1,360.00",842.10
