date,sno,symbol,conf,open,high,low,close,ltp,close_ltp_diff,close_ltp_pct,vwap,volume,prev_close,turnover,transactions,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
2025-11-11,1,ACLBSL,18.98,1005.0,1005.0,988.8,995.1,995.1,0.0,0.0,997.06,319.0,1005.0,318061.2,12,-9.90,16.20,-0.99,1.64,-0.20,"1,284.90",950.00
2025-11-11,2,ADBL,40.23,312.0,314.0,312.0,313.8,313.8,0.0,0.0,312.86,29052.0,312.6,9089277.5,149,1.20,2.00,0.38,0.64,0.30,377.00,272.30
2025-11-11,3,ADBLD83,34.51,1115.0,1115.0,1115.0,1115.0,1115.0,0.0,0.0,1115.0,25.0,1110.0,27875.0,1,5.00,0.00,0.45,0.00,0.00,"1,160.00","1,046.00"
2025-11-11,4,AHL,32.92,616.0,616.0,604.0,613.7,613.7,0.0,0.0,611.29,2720.0,628.3,1662708.4,49,-14.60,12.00,-2.32,1.99,0.39,891.00,577.40
2025-11-11,5,AHPC,21.07,282.0,282.0,278.0,280.0,280.0,0.0,0.0,279.86,68507.0,279.0,19172428.9,266,1.00,4.00,0.36,1.44,0.05,334.00,239.30
2025-11-11,6,AKJCL,25.09,188.0,188.9,186.1,186.3,186.3,0.0,0.0,187.2,33315.0,186.2,6236541.1,139,0.10,2.80,0.05,1.50,-0.48,233.50,172.90
2025-11-11,7,AKPL,23.93,240.0,244.0,240.0,241.1,241.1,0.0,0.0,241.18,64995.0,241.0,15675570.7,206,0.10,4.00,0.04,1.67,-0.03,306.50,216.10
2025-11-11,8,ALBSL,39.8,956.5,995.0,956.5,984.9,984.9,0.0,0.0,976.5,10439.0,976.0,10193653.4,79,8.90,38.50,0.91,4.03,0.85,"1,080.00",771.00
2025-11-11,9,ALICL,26.2,471.0,473.0,460.0,467.8,467.8,0.0,0.0,463.71,31018.0,464.0,14383219.2,250,3.80,13.00,0.82,2.83,0.88,831.00,430.00
2025-11-11,10,ANLB,34.98,6163.3,6277.0,6140.0,6254.9,6254.9,0.0,0.0,6173.01,66.0,6289.0,407418.4,11,-34.10,137.00,-0.54,2.23,1.31,"6,800.00","4,550.00"
2025-11-11,11,API,22.48,281.0,281.0,275.5,278.0,278.0,0.0,0.0,278.11,51845.0,278.0,14418727.6,223,0.00,5.50,0.00,2.00,-0.04,335.00,246.20
2025-11-11,12,AVYAN,24.35,1032.2,1032.2,973.0,990.0,990.0,0.0,0.0,983.08,3670.0,1012.0,3607911.7,68,-22.00,59.20,-2.17,6.08,0.70,"1,306.80",906.00
2025-11-11,13,BANDIPUR,21.86,285.0,313.5,285.0,313.5,313.5,0.0,0.0,309.31,270.0,285.0,83515.0,27,28.50,28.50,10.00,10.00,1.33,313.50,285.00
2025-11-11,14,BARUN,24.15,324.5,332.0,322.0,329.0,329.0,0.0,0.0,327.89,31123.0,328.0,10204973.6,110,1.00,10.00,0.30,3.11,0.34,589.00,292.10
2025-11-11,15,BBC,28.78,4998.0,4998.0,4800.0,4981.0,4981.0,0.0,0.0,4863.96,341.0,4950.0,1658610.0,17,31.00,198.00,0.63,4.13,2.35,"7,247.00","4,127.50"
2025-11-11,16,BEDC,41.38,593.0,621.0,592.0,620.0,620.0,0.0,0.0,607.89,26923.0,605.0,16366212.7,212,15.00,29.00,2.48,4.90,1.95,"1,080.00",495.00
2025-11-11,17,BFC,40.68,477.3,496.5,477.3,488.0,488.0,0.0,0.0,482.81,18958.0,487.0,9153202.9,183,1.00,19.20,0.21,4.02,1.06,951.60,411.50
2025-11-11,18,BGWT,24.81,756.0,762.0,756.0,758.0,758.0,0.0,0.0,760.12,1262.0,766.0,959271.9,29,-8.00,6.00,-1.04,0.79,-0.28,"1,241.00",750.10
2025-11-11,19,BHCL,46.14,425.1,460.0,425.1,450.0,450.0,0.0,0.0,448.56,81917.0,433.3,36744444.2,1294,16.70,34.90,3.85,8.21,0.32,625.70,292.10
2025-11-11,20,BHDC,25.04,520.0,527.0,505.0,507.0,507.0,0.0,0.0,509.84,41768.0,523.9,21295085.1,254,-16.90,22.00,-3.23,4.36,-0.56,760.20,426.00
