date,sno,symbol,conf,open,high,low,close,ltp,close_ltp_diff,close_ltp_pct,vwap,volume,prev_close,turnover,transactions,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
2025-06-10,1,ACLBSL,35.86,1040.0,1060.0,1040.0,1053.74,1055.0,1.26,0.0,1050.15,1229.0,1040.39,1290632.9,44,13.35,20.00,1.28,1.92,0.34,"1,491.00",938.00
2025-06-10,2,ADBL,23.73,293.0,293.0,287.2,288.33,289.0,0.67,0.0,289.05,25016.0,288.44,7230860.2,194,-0.11,5.80,-0.04,2.02,-0.25,428.40,249.90
2025-06-10,3,AHL,38.78,636.4,650.0,636.0,636.25,636.0,0.25,0.0,639.56,4391.0,649.04,2808322.0,65,-12.79,14.00,-1.97,2.20,-0.52,904.00,482.60
2025-06-10,4,AHPC,43.09,306.0,309.0,300.0,305.66,306.5,0.84,0.0,306.34,628819.0,300.77,192630097.6,1625,4.89,9.00,1.63,3.00,-0.22,349.00,149.00
2025-06-10,5,AKJCL,43.22,209.0,211.3,208.1,209.24,209.1,0.14,0.0,210.03,221707.0,207.43,46565555.4,604,1.81,3.20,0.87,1.54,-0.38,274.90,150.90
2025-06-10,6,AKPL,47.21,273.9,289.9,271.0,285.75,285.7,0.05,0.0,281.53,1887396.0,270.19,531357125.4,3897,15.56,18.90,5.76,6.97,1.48,326.00,157.20
2025-06-10,7,ALBSL,34.43,804.0,819.0,803.0,813.44,804.0,9.44,0.01,807.79,2868.0,802.45,2316732.1,70,10.99,16.00,1.37,1.99,0.69,"1,177.00",771.00
2025-06-10,8,ALICL,36.99,502.0,509.9,499.9,501.75,503.0,1.25,0.0,501.41,79090.0,498.9,39656738.2,166,2.85,10.00,0.57,2.00,0.07,831.00,493.00
2025-06-10,9,ANLB,25.08,5639.0,5650.0,5440.1,5575.17,5628.0,52.83,0.01,5527.54,429.0,5550.0,2371315.6,27,25.17,209.90,0.45,3.86,0.85,"6,735.00","2,290.10"
2025-06-10,10,API,41.17,301.0,308.0,301.0,302.0,301.1,0.9,0.0,304.25,283773.0,300.32,86337917.4,862,1.68,7.00,0.56,2.33,-0.75,390.00,164.00
2025-06-10,11,AVYAN,24.51,1014.0,1030.0,1005.6,1019.95,1021.0,1.05,0.0,1012.64,4031.0,1013.74,4081959.0,53,6.21,24.40,0.61,2.43,0.72,"1,306.80",832.00
2025-06-10,12,BARUN,25.24,316.0,316.0,304.0,309.94,309.5,0.44,0.0,311.53,137293.0,309.85,42770213.4,491,0.09,12.00,0.03,3.95,-0.51,589.00,231.00
2025-06-10,13,BBC,33.48,5600.0,5600.0,5473.0,5579.8,5579.8,0.0,0.0,5546.64,167.0,5518.0,926289.0,14,61.80,127.00,1.12,2.32,0.59,"7,247.00","3,784.00"
2025-06-10,14,BEDC,22.74,728.0,728.0,705.0,709.84,705.0,4.84,0.01,714.34,11637.0,725.59,8312821.5,151,-15.75,23.00,-2.17,3.26,-0.63,"1,080.00",395.00
2025-06-10,15,BFC,45.09,484.0,505.0,475.0,500.44,505.0,4.56,0.01,492.7,63713.0,474.52,31391552.1,387,25.92,30.00,5.46,6.32,1.55,951.60,418.50
2025-06-10,16,BGWT,41.77,900.0,935.0,900.0,928.64,921.0,7.64,0.01,921.17,4643.0,917.01,4276999.5,51,11.63,35.00,1.27,3.89,0.80,"1,361.70",857.60
2025-06-10,17,BHDC,43.05,488.3,517.0,488.3,495.67,495.5,0.17,0.0,504.55,36403.0,478.8,18367156.4,446,16.87,28.70,3.52,5.88,-1.79,829.70,426.00
2025-06-10,18,BHL,37.34,213.4,214.6,212.0,213.34,213.9,0.56,0.0,213.22,233063.0,211.48,49694264.1,773,1.86,2.60,0.88,1.23,0.06,520.00,209.00
2025-06-10,19,BHPL,35.25,800.0,809.0,784.8,785.49,785.1,0.39,0.0,791.23,8127.0,790.06,6430345.2,122,-4.57,24.20,-0.58,3.08,-0.73,"1,308.40",594.00
2025-06-10,20,BNHC,24.32,527.5,527.5,513.0,517.8,520.0,2.2,0.0,517.13,6538.0,520.23,3380998.4,84,-2.43,14.50,-0.47,2.83,0.13,742.00,440.00
2025-06-10,21,BNL,30.73,16542.3,16542.3,16542.3,16542.3,16542.3,0.0,0.0,16542.3,10.0,16218.0,165423.0,1,324.30,0.00,2.00,0.00,0.00,"22,500.00","14,900.00"
2025-06-10,22,BNT,23.17,12658.0,12691.0,12438.2,12458.9,12438.2,20.7,0.0,12593.81,110.0,12410.0,1385319.0,11,48.90,252.80,0.39,2.03,-1.08,"18,100.00","12,300.00"
2025-06-10,23,BOKD86,39.63,1055.0,1055.0,1055.0,1055.0,1055.0,0.0,0.0,1055.0,85.0,1036.5,89675.0,1,18.50,0.00,1.78,0.00,0.00,"1,095.00",950.00
2025-06-10,24,BPCL,45.28,715.0,720.9,689.0,692.85,693.0,0.15,0.0,707.01,413490.0,701.49,292341037.1,1605,-8.64,31.90,-1.23,4.63,-2.04,720.90,286.00
2025-06-10,25,C30MF,20.08,9.5,9.65,9.5,9.5,9.5,0.0,0.0,9.53,500.0,9.42,4765.0,5,0.08,0.15,0.85,1.58,-0.32,10.92,8.29
2025-06-10,26,CBBL,24.94,872.0,881.0,870.0,874.15,874.2,0.05,0.0,875.41,15741.0,869.61,13779810.2,122,4.54,11.00,0.52,1.26,-0.14,"1,155.00",815.00
2025-06-10,27,CFCL,44.44,510.0,545.9,510.0,532.98,535.0,2.02,0.0,531.33,41597.0,508.92,22101579.6,283,24.06,35.90,4.73,7.04,0.31,820.00,413.10
2025-06-10,28,CGH,37.67,910.0,912.0,890.0,890.1,890.0,0.1,0.0,896.6,21694.0,900.08,19450887.8,206,-9.98,22.00,-1.11,2.47,-0.73,"1,360.00",833.00
