date,sno,symbol,conf,open,high,low,close,ltp,close_ltp_diff,close_ltp_pct,vwap,volume,prev_close,turnover,transactions,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
2025-07-09,1,ACLBSL,27.77,1036.0,1050.0,1036.0,1045.42,1047.0,1.58,0.0,1044.21,1407.0,1037.99,1469210.0,31,7.43,14.00,0.72,1.35,0.12,"1,491.00",965.00
2025-07-09,2,ADBL,42.13,301.0,307.0,295.1,304.2,306.0,1.8,0.01,301.61,122851.0,297.08,37052937.6,457,7.12,11.90,2.40,4.03,0.85,428.40,272.30
2025-07-09,3,AHL,39.06,604.1,634.6,604.1,628.37,634.6,6.23,0.01,620.08,2575.0,608.95,1596716.3,51,19.42,30.50,3.19,5.05,1.32,904.00,517.00
2025-07-09,4,AHPC,34.15,285.9,289.0,283.0,287.12,288.0,0.88,0.0,286.55,105560.0,283.65,30247830.8,350,3.47,6.00,1.22,2.12,0.20,349.00,153.10
2025-07-09,5,AKJCL,25.07,209.9,209.9,207.0,208.34,207.9,0.44,0.0,208.33,76642.0,207.91,15967078.5,276,0.43,2.90,0.21,1.40,0.00,274.90,150.90
2025-07-09,6,AKPL,27.2,256.1,259.0,254.0,256.71,256.1,0.61,0.0,256.97,157337.0,253.61,40431281.7,452,3.10,5.00,1.22,1.97,-0.10,326.00,161.90
2025-07-09,7,ALBSL,28.75,820.72,840.0,817.4,829.07,825.0,4.07,0.0,827.86,3608.0,820.72,2986914.6,73,8.35,22.60,1.02,2.76,0.15,"1,177.00",771.00
2025-07-09,8,ALICL,28.86,503.0,505.7,497.1,499.64,500.0,0.36,0.0,499.47,25793.0,499.41,12882837.8,184,0.23,8.60,0.05,1.73,0.03,831.00,484.80
2025-07-09,9,ANLB,49.61,5451.0,5840.0,5451.0,5705.77,5684.0,21.77,0.0,5545.95,1513.0,5561.72,8391026.8,47,144.05,389.00,2.59,7.14,2.80,"6,735.00","2,450.00"
2025-07-09,10,API,39.08,295.0,295.8,290.0,293.87,294.0,0.13,0.0,294.13,116858.0,290.82,34370950.0,408,3.05,5.80,1.05,2.00,-0.09,390.00,169.00
2025-07-09,11,AVYAN,35.91,991.0,1024.8,991.0,1024.0,1024.0,0.0,0.0,1019.84,1292.0,1006.0,1317630.0,41,18.00,33.80,1.79,3.41,0.41,"1,306.80",832.00
2025-07-09,12,BARUN,37.58,430.0,458.9,430.0,452.2,453.2,1.0,0.0,447.9,330706.0,425.76,148121604.2,1547,26.44,28.90,6.21,6.72,0.95,589.00,290.00
2025-07-09,13,BBC,31.09,5350.1,5457.0,5350.0,5432.63,5438.9,6.27,0.0,5398.44,736.0,5421.94,3973252.0,34,10.69,107.00,0.20,2.00,0.63,"7,247.00","3,961.00"
2025-07-09,14,BEDC,41.82,690.0,715.0,685.1,686.8,685.1,1.7,0.0,693.77,28865.0,686.13,20025627.6,194,0.67,29.90,0.10,4.36,-1.01,"1,080.00",417.10
2025-07-09,15,BFC,43.91,481.3,514.9,481.3,494.08,493.0,1.08,0.0,496.62,14228.0,490.93,7065941.4,157,3.15,33.60,0.64,6.98,-0.51,951.60,456.00
2025-07-09,16,BGWT,51.85,981.6,1041.0,962.0,1025.05,1029.9,4.85,0.0,994.41,33673.0,999.98,33484933.0,359,25.07,79.00,2.51,8.21,2.99,"1,241.00",857.60
2025-07-09,17,BHDC,31.98,478.6,508.0,478.6,494.24,492.1,2.14,0.0,498.85,58034.0,488.3,28950457.7,298,5.94,29.40,1.22,6.14,-0.93,829.70,426.00
2025-07-09,18,BHL,25.29,213.0,213.0,210.1,211.94,211.5,0.44,0.0,212.01,89102.0,211.23,18890242.3,409,0.71,2.90,0.34,1.38,-0.03,520.00,202.20
2025-07-09,19,BHPL,48.47,733.2,776.0,733.2,759.87,760.0,0.13,0.0,755.13,8221.0,733.42,6207883.2,138,26.45,42.80,3.61,5.84,0.62,"1,308.40",630.00
2025-07-09,20,BNHC,33.01,505.0,510.0,504.1,507.22,508.0,0.78,0.0,505.96,3448.0,504.54,1744544.6,57,2.68,5.90,0.53,1.17,0.25,742.00,440.00
2025-07-09,21,BNL,49.43,16316.8,16412.0,16085.1,16085.4,16085.1,0.3,0.0,16265.25,80.0,16000.0,1301220.0,8,85.40,326.90,0.53,2.03,-1.12,"22,500.00","14,900.00"
2025-07-09,22,BNT,37.41,12337.0,12400.0,12337.0,12400.0,12400.0,0.0,0.0,12384.25,40.0,12331.1,495370.0,3,68.90,63.00,0.56,0.51,0.13,"18,100.00","12,050.00"
2025-07-09,23,BPCL,35.11,843.9,860.0,829.0,833.89,834.1,0.21,0.0,845.95,433535.0,835.94,366749334.1,1417,-2.05,31.00,-0.25,3.74,-1.45,895.00,290.00
2025-07-09,24,C30MF,27.57,9.6,9.8,9.6,9.7,9.7,0.0,0.0,9.64,3650.0,9.64,35179.0,8,0.06,0.20,0.62,2.08,0.64,10.92,8.65
2025-07-09,25,CBBL,43.06,970.0,979.2,953.6,972.57,977.0,4.43,0.0,961.48,121324.0,957.41,116650181.1,537,15.16,25.60,1.58,2.68,1.14,"1,155.00",821.50
2025-07-09,26,CFCL,44.96,523.8,544.8,523.8,533.38,536.0,2.62,0.0,533.16,9872.0,534.45,5263385.5,97,-1.07,21.00,-0.20,4.01,0.04,820.00,457.70
2025-07-09,27,CGH,29.52,945.0,960.0,945.0,956.72,958.0,1.28,0.0,955.79,36088.0,953.52,34492700.2,249,3.20,15.00,0.34,1.59,0.10,"1,360.00",842.10
2025-07-09,28,CHCL,24.92,525.0,534.9,525.0,526.85,526.0,0.85,0.0,529.41,72841.0,528.37,38562995.5,651,-1.52,9.90,-0.29,1.89,-0.49,697.00,436.30
2025-07-09,29,CHDC,49.9,2645.0,2730.0,2620.0,2714.37,2720.0,5.63,0.0,2696.57,99025.0,2613.08,267028320.8,872,101.29,110.00,3.88,4.20,0.66,"2,829.00","1,064.00"
2025-07-09,30,CHL,26.68,335.3,339.0,329.0,330.15,332.0,1.85,0.01,332.91,43968.0,328.76,14637189.0,204,1.39,10.00,0.42,3.04,-0.83,599.70,276.00
2025-07-09,31,CIT,35.35,1912.0,1949.0,1912.0,1925.95,1935.0,9.05,0.0,1923.73,9904.0,1912.54,19052638.8,162,13.41,37.00,0.70,1.94,0.12,"2,700.00","1,869.00"
2025-07-09,32,CITY,45.62,843.8,843.8,833.0,837.07,837.2,0.13,0.0,838.36,6439.0,833.48,5398204.5,81,3.59,10.80,0.43,1.30,-0.15,"1,168.50",731.10
2025-07-09,33,CKHL,29.57,636.0,646.0,623.5,640.43,645.0,4.57,0.01,633.72,5507.0,625.0,3489877.1,80,15.43,22.50,2.47,3.61,1.05,910.00,588.00
2025-07-09,34,CLI,32.42,470.0,477.8,470.0,473.26,473.0,0.26,0.0,472.65,41605.0,470.18,19664568.0,362,3.08,7.80,0.66,1.66,0.13,774.90,448.20
2025-07-09,35,CMF2,29.24,9.7,9.7,9.7,9.7,9.7,0.0,0.0,9.7,100.0,9.65,970.0,1,0.05,0.00,0.52,0.00,0.00,10.68,8.15
2025-07-09,36,CORBL,53.07,2547.7,2640.0,2401.0,2598.09,2480.0,118.09,0.05,2492.38,22075.0,2599.67,55019229.5,243,-1.58,239.00,-0.06,9.95,4.07,"2,842.30",574.30
2025-07-09,37,CREST,44.01,1385.1,1440.0,1385.1,1398.9,1402.0,3.1,0.0,1401.51,17381.0,1412.3,24359650.4,464,-13.40,54.90,-0.95,3.96,-0.19,"2,458.20",302.50
2025-07-09,38,CYCL,27.05,1607.0,1650.4,1607.0,1643.22,1645.0,1.78,0.0,1643.74,2177.0,1638.7,3578426.7,50,4.52,43.40,0.28,2.70,-0.03,"1,958.00","1,448.00"
2025-07-09,39,CZBIL,45.99,206.3,218.3,206.3,215.37,215.1,0.27,0.0,213.99,84753.0,210.44,18136632.9,241,4.93,12.00,2.34,5.82,0.64,296.00,174.00
2025-07-09,40,DDBL,43.65,818.0,833.0,816.0,829.44,832.9,3.46,0.0,827.74,17148.0,821.87,14194074.3,167,7.57,17.00,0.92,2.08,0.21,"1,099.00",759.00
2025-07-09,41,DHPL,28.54,326.0,330.0,321.5,322.4,322.2,0.2,0.0,323.14,18550.0,323.97,5994329.0,92,-1.57,8.50,-0.48,2.64,-0.23,427.20,200.90
2025-07-09,42,DLBS,34.3,1547.0,1550.0,1520.0,1538.46,1525.2,13.26,0.01,1536.12,2178.0,1518.33,3345674.5,70,20.13,30.00,1.33,1.97,0.15,"2,250.00","1,200.10"
2025-07-09,43,DOLTI,32.44,560.0,580.0,557.3,565.11,565.1,0.01,0.0,568.07,4299.0,560.1,2442148.0,68,5.01,22.70,0.89,4.07,-0.52,"1,017.00",420.60
