date,sno,symbol,conf,open,high,low,close,ltp,close_ltp_diff,close_ltp_pct,vwap,volume,prev_close,turnover,transactions,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
2026-05-05,1,ACLBSL,24.82,950.0,968.0,922.0,940.0,940.0,0.0,0.0,934.86,1364.0,957.5,1275150.4,32,-17.50,46.00,-1.83,4.99,0.55,979.77,"1,012.63","1,240.00",827.90
2026-05-05,2,ADBL,22.47,305.5,308.0,300.2,306.0,306.0,0.0,0.0,305.26,19887.0,305.5,6070710.6,185,0.50,7.80,0.16,2.60,0.24,306.99,312.50,344.90,272.30
2026-05-05,3,AHL,34.81,495.0,555.0,492.0,515.0,515.0,0.0,0.0,505.39,25170.0,512.0,12720743.6,170,3.00,63.00,0.59,12.80,1.87,559.60,586.44,721.00,461.10
2026-05-05,4,AHPC,22.31,270.0,280.0,267.1,275.9,275.9,0.0,0.0,274.8,91101.0,271.0,25034332.5,398,4.90,12.90,1.81,4.83,0.40,282.07,285.47,334.00,250.10
2026-05-05,5,AKJCL,21.27,368.0,368.0,347.0,352.9,352.9,0.0,0.0,354.67,229903.0,351.0,81540219.6,533,1.90,21.00,0.54,6.05,-0.50,286.62,259.02,431.80,172.90
2026-05-05,6,AKPL,21.9,261.9,267.8,258.1,263.1,263.1,0.0,0.0,263.68,86082.0,261.9,22698423.9,354,1.20,9.70,0.46,3.76,-0.22,261.95,261.60,317.00,227.50
2026-05-05,7,ALBSL,27.44,1100.0,1110.0,1086.0,1107.0,1107.0,0.0,0.0,1097.93,3103.0,1109.9,3406872.7,83,-2.90,24.00,-0.26,2.21,0.82,"1,129.66","1,077.50","1,334.00",775.10
2026-05-05,8,ALICL,22.14,445.1,451.0,445.1,450.0,450.0,0.0,0.0,449.02,10836.0,447.2,4865614.6,61,2.80,5.90,0.63,1.33,0.22,467.81,475.10,759.00,430.00
2026-05-05,9,ANLB,28.2,5821.0,6100.0,5760.1,6093.9,6093.9,0.0,0.0,5784.73,2059.0,6000.1,11910752.9,22,93.80,339.90,1.56,5.90,5.07,"6,246.94","6,128.77","6,989.00","5,055.20"
2026-05-05,10,API,20.96,330.0,335.0,326.0,333.5,333.5,0.0,0.0,331.39,137642.0,330.0,45612722.7,524,3.50,9.00,1.06,2.76,0.63,308.39,303.63,368.90,258.80
2026-05-05,11,AVYAN,41.66,1059.3,1128.0,1059.3,1128.0,1128.0,0.0,0.0,1120.89,8716.0,1115.0,9769681.3,120,13.00,68.70,1.17,6.49,0.63,"1,025.78","1,034.10","1,366.00",906.00
2026-05-05,12,BANDIPUR,16.25,795.0,817.0,792.0,803.0,803.0,0.0,0.0,804.85,16070.0,801.0,12933881.7,561,2.00,25.00,0.25,3.16,-0.23,0.00,0.00,"1,233.00",285.00
2026-05-05,13,BARUN,20.79,333.5,344.0,330.1,338.0,338.0,0.0,0.0,338.74,29737.0,335.0,10073163.2,185,3.00,13.90,0.90,4.21,-0.22,346.06,352.40,571.00,292.10
2026-05-05,14,BBC,26.13,4701.2,4814.0,4701.2,4730.0,4730.0,0.0,0.0,4759.23,240.0,4750.0,1142216.0,20,-20.00,112.80,-0.42,2.40,-0.62,"4,878.35","5,012.96","6,448.00","4,480.00"
2026-05-05,15,BEDC,25.51,358.0,363.0,345.0,357.0,357.0,0.0,0.0,352.6,60577.0,358.0,21359663.8,302,-1.00,18.00,-0.28,5.22,1.23,523.39,581.09,872.00,345.00
2026-05-05,16,BFC,20.87,450.0,452.0,440.3,448.0,448.0,0.0,0.0,447.78,4335.0,443.0,1941121.3,47,5.00,11.70,1.13,2.66,0.05,473.37,480.18,579.90,411.50
2026-05-05,17,BGWT,24.87,662.1,694.9,605.1,690.0,690.0,0.0,0.0,675.13,2620.0,682.5,1768850.8,66,7.50,89.80,1.10,14.84,2.15,764.34,813.57,"1,110.00",605.10
2026-05-05,18,BHCL,26.13,504.0,524.0,497.0,514.0,514.0,0.0,0.0,510.0,33962.0,509.9,17320620.3,448,4.10,27.00,0.80,5.43,0.78,537.15,0.00,699.00,292.10
2026-05-05,19,BHDC,21.38,455.0,459.0,450.0,456.9,456.9,0.0,0.0,454.99,8712.0,452.5,3963853.8,92,4.40,9.00,0.97,2.00,0.42,486.10,513.74,706.00,426.00
2026-05-05,20,BHL,21.29,211.0,218.5,211.0,214.1,214.1,0.0,0.0,215.29,105601.0,214.1,22734575.5,507,0.00,7.50,0.00,3.55,-0.55,200.71,200.82,264.40,164.00
2026-05-05,21,BHPL,22.29,502.0,523.8,501.0,515.0,515.0,0.0,0.0,514.49,7057.0,511.0,3630788.6,87,4.00,22.80,0.78,4.55,0.10,587.84,646.00,"1,308.40",501.00
2026-05-05,22,BJHL,23.36,912.0,1020.0,912.0,967.4,967.4,0.0,0.0,983.95,16784.0,960.0,16514608.9,544,7.40,108.00,0.77,11.84,-1.71,0.00,0.00,"1,305.00",270.10
2026-05-05,23,BNHC,23.8,316.0,325.0,316.0,318.0,318.0,0.0,0.0,320.28,8677.0,325.0,2779066.5,78,-7.00,9.00,-2.15,2.85,-0.72,418.98,447.47,613.80,313.10
2026-05-05,24,BNT,34.41,11300.2,11698.9,11300.2,11698.9,11698.9,0.0,0.0,11558.53,130.0,11406.0,1502608.9,11,292.90,398.70,2.57,3.53,1.20,"11,721.40","11,843.83","13,205.00","10,660.00"
2026-05-05,25,BOKD86,19.17,1071.3,1071.3,1071.3,1071.3,1071.3,0.0,0.0,1071.3,25.0,1081.0,26782.5,1,-9.70,0.00,-0.90,0.00,0.00,"1,069.66","1,056.29","1,139.30","1,025.10"
2026-05-05,26,BPCL,21.37,631.6,674.0,631.6,661.0,661.0,0.0,0.0,662.3,15646.0,664.8,10362267.7,136,-3.80,42.40,-0.57,6.71,-0.20,729.12,764.33,"1,065.00",440.10
2026-05-05,27,BUNGAL,21.84,555.1,573.9,555.0,567.0,567.0,0.0,0.0,564.02,7867.0,560.0,4437129.0,194,7.00,18.90,1.25,3.41,0.53,0.00,0.00,822.00,302.40
