date,sno,symbol,conf,open,high,low,close,ltp,close_ltp_diff,close_ltp_pct,vwap,volume,prev_close,turnover,transactions,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
2026-04-09,1,ACLBSL,22.9,995.0,1007.0,993.0,1002.0,1002.0,0.0,0.0,999.61,2665.0,988.0,2663960.1,57,14.00,14.00,1.42,1.41,0.24,984.54,"1,018.43","1,240.00",900.00
2026-04-09,2,ADBL,41.77,312.0,319.0,311.0,317.6,317.6,0.0,0.0,316.86,76204.0,310.9,24145710.9,258,6.70,8.00,2.16,2.57,0.23,306.78,310.24,344.90,272.30
2026-04-09,3,ADBLD83,20.36,1063.7,1063.7,1063.7,1063.7,1063.7,0.0,0.0,1063.7,34.0,1085.4,36165.8,2,-21.70,0.00,-2.00,0.00,0.00,"1,094.06","1,098.27","1,160.00","1,042.20"
2026-04-09,4,AHL,45.04,515.0,530.0,503.0,526.0,526.0,0.0,0.0,518.98,23012.0,522.0,11942668.4,198,4.00,27.00,0.77,5.37,1.34,573.61,593.01,750.00,461.10
2026-04-09,5,AHPC,38.59,293.6,297.0,290.0,295.0,295.0,0.0,0.0,294.44,199310.0,289.9,58684581.4,846,5.10,7.00,1.76,2.41,0.19,281.75,285.87,334.00,246.00
2026-04-09,6,AKJCL,42.53,395.0,406.0,386.0,400.0,400.0,0.0,0.0,399.55,860475.0,392.6,343805553.3,1225,7.40,20.00,1.88,5.18,0.11,260.59,243.60,431.80,172.90
2026-04-09,7,AKPL,39.03,278.0,285.0,275.0,282.0,282.0,0.0,0.0,281.61,266185.0,277.5,74959649.8,816,4.50,10.00,1.62,3.64,0.14,258.49,260.80,317.00,224.70
2026-04-09,8,ALBSL,21.82,1147.6,1203.0,1147.6,1177.9,1177.9,0.0,0.0,1167.18,10171.0,1171.0,11871346.4,187,6.90,55.40,0.59,4.83,0.91,"1,111.85","1,048.29","1,334.00",771.00
2026-04-09,9,ALICL,37.43,460.0,467.0,452.0,466.0,466.0,0.0,0.0,463.0,28934.0,461.0,13396334.7,168,5.00,15.00,1.08,3.32,0.64,468.21,478.96,762.00,430.00
2026-04-09,10,ANLB,29.56,5682.8,6128.6,5682.8,6128.6,6128.6,0.0,0.0,6013.73,1470.0,5571.47,8840176.0,62,557.13,445.80,10.00,7.84,1.87,"6,243.58","6,058.49","6,800.00","5,015.00"
2026-04-09,11,API,27.64,347.0,355.0,344.0,352.2,352.2,0.0,0.0,352.35,740288.0,349.0,260840030.9,1634,3.20,11.00,0.92,3.20,-0.04,300.11,299.36,368.90,258.80
2026-04-09,12,AVYAN,24.83,1107.4,1195.0,1107.4,1182.0,1182.0,0.0,0.0,1171.36,9523.0,1130.0,11154900.0,131,52.00,87.60,4.60,7.91,0.90,"1,007.03","1,023.75","1,366.00",906.00
2026-04-09,13,BANDIPUR,43.43,890.0,949.0,890.0,924.0,924.0,0.0,0.0,931.57,94954.0,907.0,88456341.2,1280,17.00,59.00,1.87,6.63,-0.82,0.00,0.00,"1,233.00",285.00
2026-04-09,14,BARUN,42.7,362.0,377.0,357.1,377.0,377.0,0.0,0.0,367.94,186472.0,360.0,68609875.6,665,17.00,19.90,4.72,5.57,2.40,341.53,356.88,589.00,292.10
2026-04-09,15,BBC,24.55,4968.0,5060.0,4869.7,4912.0,4912.0,0.0,0.0,4943.69,1044.0,4888.0,5161215.0,59,24.00,190.30,0.49,3.91,-0.65,"4,878.83","5,065.17","6,537.00","4,480.00"
2026-04-09,16,BEDC,30.96,455.0,455.0,446.0,454.7,454.7,0.0,0.0,450.42,8728.0,446.6,3931305.2,105,8.10,9.00,1.81,2.02,0.94,551.23,605.04,872.00,424.00
2026-04-09,17,BFC,38.66,472.0,480.0,472.0,472.2,472.2,0.0,0.0,476.08,15471.0,472.0,7365492.0,110,0.20,8.00,0.04,1.69,-0.82,471.75,481.79,579.90,411.50
2026-04-09,18,BGWT,37.17,750.0,750.0,725.1,742.0,742.0,0.0,0.0,741.07,6166.0,748.0,4569412.6,80,-6.00,24.90,-0.80,3.43,0.13,778.60,830.04,"1,110.00",710.00
2026-04-09,19,BHCL,43.89,574.0,590.0,563.3,574.0,574.0,0.0,0.0,579.71,71824.0,563.0,41637334.8,727,11.00,26.70,1.95,4.74,-1.00,521.75,0.00,699.00,292.10
2026-04-09,20,BHDC,39.13,470.0,481.7,470.0,478.0,478.0,0.0,0.0,477.0,22835.0,470.0,10892277.2,211,8.00,11.70,1.70,2.49,0.21,498.94,514.90,706.00,426.00
2026-04-09,21,BHL,40.08,230.0,237.0,226.0,235.0,235.0,0.0,0.0,231.8,496108.0,226.2,114999061.3,1521,8.80,11.00,3.89,4.87,1.36,195.41,199.78,298.00,164.00
2026-04-09,22,BHPL,40.19,555.0,570.0,545.1,570.0,570.0,0.0,0.0,558.71,25452.0,554.3,14220324.3,155,15.70,24.90,2.83,4.57,1.98,608.35,664.38,"1,308.40",503.10
2026-04-09,23,BJHL,28.19,990.0,1083.5,950.0,1083.5,1083.5,0.0,0.0,1028.11,29023.0,985.0,29838936.5,2842,98.50,133.50,10.00,14.05,5.11,0.00,0.00,"1,083.50",270.10
2026-04-09,24,BNHC,39.32,355.0,355.0,348.1,351.5,351.5,0.0,0.0,351.75,13650.0,350.0,4801388.8,108,1.50,6.90,0.43,1.98,-0.07,434.72,462.31,613.80,313.10
2026-04-09,25,BNL,30.09,15082.0,15083.0,15082.0,15083.0,15083.0,0.0,0.0,15082.5,20.0,15080.0,301650.0,2,3.00,1.00,0.02,0.01,0.00,"15,965.50","16,587.74","19,060.00","14,635.80"
2026-04-09,26,BNT,43.62,11801.6,11801.6,11650.0,11800.0,11800.0,0.0,0.0,11724.15,174.0,11570.2,2040002.0,12,229.80,151.60,1.99,1.30,0.64,"11,646.32","11,910.68","13,550.00","10,660.00"
2026-04-09,27,BOKD86,33.4,1090.0,1090.0,1090.0,1090.0,1090.0,0.0,0.0,1090.0,25.0,1092.4,27250.0,1,-2.40,0.00,-0.22,0.00,0.00,"1,067.84","1,054.59","1,139.30","1,025.10"
2026-04-09,28,BPCL,39.11,705.0,717.0,700.0,715.0,715.0,0.0,0.0,710.2,41647.0,702.0,29577785.0,290,13.00,17.00,1.85,2.43,0.67,732.03,776.14,"1,065.00",397.00
2026-04-09,29,BUNGAL,43.29,634.9,648.7,612.0,633.0,633.0,0.0,0.0,640.15,27276.0,623.0,17460727.9,466,10.00,36.70,1.61,6.00,-1.13,0.00,0.00,822.00,302.40
