date,sno,symbol,conf,open,high,low,close,ltp,close_ltp_diff,close_ltp_pct,vwap,volume,prev_close,turnover,transactions,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
2026-08-06,1,ACLBSL,21.41,930.0,930.0,918.0,920.0,920.0,0.0,0.0,918.02,423.0,930.0,388321.1,9,-10.00,12.00,-1.08,1.31,0.22,964.18,966.18,"1,175.00",827.90
2026-08-06,2,ADBL,28.7,304.0,325.0,304.0,308.8,308.8,0.0,0.0,309.6,143216.0,320.0,44339877.65,610,-11.20,21.00,-3.50,6.91,-0.26,311.16,308.45,344.90,285.20
2026-08-06,3,AHL,24.1,410.4,420.0,410.4,413.1,413.1,0.0,0.0,414.51,248.0,415.0,102799.5,15,-1.90,9.60,-0.46,2.34,-0.34,494.24,523.74,699.00,405.00
2026-08-06,4,AHPC,27.51,270.0,270.0,267.3,268.0,268.0,0.0,0.0,268.15,28461.0,267.9,7631951.9,136,0.10,2.70,0.04,1.01,-0.06,280.55,278.63,323.30,250.10
2026-08-06,5,AKJCL,37.5,385.4,385.4,370.0,374.0,374.0,0.0,0.0,375.65,707966.0,367.1,265944335.9,1499,6.90,15.40,1.88,4.16,-0.44,378.56,321.35,461.40,172.90
2026-08-06,6,AKPL,35.34,263.9,263.9,257.0,258.0,258.0,0.0,0.0,258.26,61982.0,260.7,16007643.2,144,-2.70,6.90,-1.04,2.68,-0.10,270.04,262.77,317.00,227.50
2026-08-06,7,ALBSL,25.82,1066.0,1107.0,1066.0,1085.0,1085.0,0.0,0.0,1085.83,4393.0,1102.0,4770034.2,62,-17.00,41.00,-1.54,3.85,-0.08,"1,122.33","1,120.20","1,334.00",930.00
2026-08-06,8,ALICL,24.34,423.0,429.8,422.0,424.8,424.8,0.0,0.0,423.09,6022.0,425.1,2547833.3,87,-0.30,7.80,-0.07,1.85,0.40,452.49,458.45,509.00,413.40
2026-08-06,9,ANLB,32.6,5400.0,5560.0,5400.0,5524.0,5524.0,0.0,0.0,5469.44,1194.0,5544.0,6530505.7,33,-20.00,160.00,-0.36,2.96,0.99,"6,175.05","6,166.29","7,560.00","5,400.00"
2026-08-06,10,APHL,31.07,830.0,855.0,825.0,828.0,828.0,0.0,0.0,830.56,10218.0,830.3,8486689.5,242,-2.30,30.00,-0.28,3.64,-0.31,0.00,0.00,"1,053.40",299.70
2026-08-06,11,API,21.77,331.2,334.0,330.2,331.9,331.9,0.0,0.0,332.29,102691.0,332.0,34123576.6,294,-0.10,3.80,-0.03,1.15,-0.12,337.16,320.86,370.00,258.80
2026-08-06,12,AVYAN,42.4,1055.7,1055.7,1030.0,1042.0,1042.0,0.0,0.0,1042.67,4987.0,1025.0,5199788.9,75,17.00,25.70,1.66,2.50,-0.06,"1,082.99","1,044.96","1,366.00",906.00
2026-08-06,13,BANDIPUR,20.88,709.0,710.0,685.0,697.0,697.0,0.0,0.0,699.39,28780.0,709.9,20128570.3,335,-12.90,25.00,-1.82,3.65,-0.34,843.04,0.00,"1,233.00",285.00
2026-08-06,14,BARUN,27.63,318.0,326.0,318.0,322.7,322.7,0.0,0.0,323.55,28888.0,324.0,9346775.7,93,-1.30,8.00,-0.40,2.52,-0.26,345.86,341.98,407.10,292.10
2026-08-06,15,BBC,29.48,4300.0,4319.9,4165.0,4278.0,4278.0,0.0,0.0,4227.09,505.0,4250.0,2134680.1,39,28.00,154.90,0.66,3.72,1.19,"4,619.47","4,708.23","5,942.00","3,825.00"
2026-08-06,16,BEDC,39.09,318.1,325.0,318.1,322.0,322.0,0.0,0.0,322.31,13876.0,322.5,4472346.5,99,-0.50,6.90,-0.16,2.17,-0.10,408.69,458.04,775.00,303.10
2026-08-06,17,BFC,27.25,513.9,513.9,501.1,502.0,502.0,0.0,0.0,504.32,25711.0,506.0,12966476.8,148,-4.00,12.80,-0.79,2.55,-0.46,486.90,482.66,562.00,411.50
2026-08-06,18,BGWT,20.5,573.0,573.0,551.0,557.0,557.0,0.0,0.0,555.12,983.0,573.0,545678.6,24,-16.00,22.00,-2.79,3.99,0.34,680.48,711.04,946.80,516.10
2026-08-06,19,BHCL,33.52,492.1,505.0,490.0,494.0,494.0,0.0,0.0,498.28,15068.0,492.1,7508153.1,233,1.90,15.00,0.39,3.06,-0.87,549.65,537.42,699.00,292.10
2026-08-06,20,BHDC,27.84,424.7,431.8,424.6,429.5,429.5,0.0,0.0,426.62,7379.0,428.5,3148055.8,57,1.00,7.20,0.23,1.70,0.67,463.69,471.30,620.00,412.00
2026-08-06,21,BHL,24.39,211.0,214.0,209.5,210.0,210.0,0.0,0.0,210.15,71067.0,211.0,14934947.6,283,-1.00,4.50,-0.47,2.15,-0.07,218.38,206.39,264.40,164.00
