date,sno,symbol,conf,open,high,low,close,ltp,close_ltp_diff,close_ltp_pct,vwap,volume,prev_close,turnover,transactions,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
2026-01-01,1,ACLBSL,40.3,945.0,945.0,912.1,925.0,925.0,0.0,0.0,922.48,2106.0,943.0,1942736.5,46,-18.00,32.90,-1.91,3.61,0.27,"1,284.90",900.00
2026-01-01,2,ADBL,47.09,295.0,296.5,290.0,295.0,295.0,0.0,0.0,292.24,89799.0,298.0,26242678.0,194,-3.00,6.50,-1.01,2.24,0.94,344.90,272.30
2026-01-01,3,AHL,32.38,548.0,550.0,535.0,543.0,543.0,0.0,0.0,540.28,10546.0,550.0,5697829.8,111,-7.00,15.00,-1.27,2.80,0.50,891.00,535.00
2026-01-01,4,AHPC,44.02,278.0,278.0,273.6,273.9,273.9,0.0,0.0,274.86,143554.0,277.4,39457287.7,442,-3.50,4.40,-1.26,1.61,-0.35,334.00,240.10
2026-01-01,5,AKJCL,43.45,196.0,196.0,191.2,193.0,193.0,0.0,0.0,192.68,85837.0,192.4,16538937.4,268,0.60,4.80,0.31,2.51,0.17,233.50,172.90
2026-01-01,6,AKPL,40.73,251.0,251.0,244.1,245.8,245.8,0.0,0.0,245.74,61915.0,247.0,15214843.5,186,-1.20,6.90,-0.49,2.83,0.03,306.50,216.10
2026-01-01,7,ALBSL,36.8,1162.3,1199.9,1162.3,1199.9,1199.9,0.0,0.0,1185.17,30682.0,1186.0,36363390.6,246,13.90,37.60,1.17,3.23,1.23,"1,237.90",771.00
2026-01-01,8,ALICL,42.08,470.0,470.0,465.0,465.5,465.5,0.0,0.0,467.53,41624.0,467.8,19460423.3,211,-2.30,5.00,-0.49,1.08,-0.44,831.00,430.00
2026-01-01,9,ANLB,31.61,6021.1,6085.0,6020.0,6079.9,6079.9,0.0,0.0,6031.32,135.0,6110.0,814228.6,16,-30.10,65.00,-0.49,1.08,0.80,"6,800.00","4,673.00"
2026-01-01,10,API,46.63,295.5,296.0,291.0,294.0,294.0,0.0,0.0,293.44,224858.0,295.0,65982660.4,553,-1.00,5.00,-0.34,1.72,0.19,335.00,251.10
2026-01-01,11,AVYAN,39.8,922.1,935.0,906.0,920.6,920.6,0.0,0.0,915.22,3674.0,938.0,3362509.8,61,-17.40,29.00,-1.86,3.20,0.58,"1,306.80",906.00
2026-01-01,12,BANDIPUR,43.81,789.6,799.0,770.0,778.3,778.3,0.0,0.0,786.73,148443.0,774.2,116785246.3,2492,4.10,29.00,0.53,3.77,-1.08,837.00,285.00
2026-01-01,13,BARUN,31.83,318.0,320.0,313.1,313.9,313.9,0.0,0.0,314.94,64522.0,318.0,20320776.5,275,-4.10,6.90,-1.29,2.20,-0.33,589.00,292.10
2026-01-01,14,BBC,29.69,4829.0,4869.0,4795.0,4818.9,4818.9,0.0,0.0,4813.74,417.0,4877.0,2007328.4,27,-58.10,74.00,-1.19,1.54,0.11,"6,661.60","4,480.00"
